-83.9549547691875,-83.9548188800878,-83.9546501440258,-83.9548043449423,-83.9547635584548,-83.9547795483728
-83.9549547606705,-83.9548188504005,-83.9546501484108,-83.9548043463317,-83.9547635526625,-83.9547795466365
-83.954954752154,-83.954818820744,-83.9546501527958,-83.9548043477212,-83.9547635468707,-83.954779544896
-83.9549547436376,-83.9548187910876,-83.9546501571807,-83.9548043491105,-83.9547635410788,-83.9547795431556
-83.9549547351211,-83.9548187614311,-83.9546501603381,-83.9548043505,-83.954763535287,-83.9547795414152
-83.9549547266047,-83.9548187317747,-83.95465016339,-83.9548043510088,-83.9547635294951,-83.9547795396748
-83.9549547180882,-83.9548187021182,-83.9546501664419,-83.954804350683,-83.9547635237032,-83.9547795379344
-83.9549547103695,-83.9548186724617,-83.9546501694937,-83.9548043503573,-83.9547635179114,-83.954779536194
-83.9549547028471,-83.9548186428053,-83.9546501725456,-83.9548043500315,-83.9547635121195,-83.9547795344536
-83.9549546953246,-83.9548186131488,-83.9546501755975,-83.9548043497058,-83.9547635063277,-83.9547795327132
-83.9549546878022,-83.9548185834924,-83.9546501786494,-83.9548043493801,-83.9547635005358,-83.9547795309728
-83.9549546802798,-83.9548185538359,-83.9546501817013,-83.9548043490543,-83.954763494744,-83.9547795292324
-83.9549546727573,-83.9548185241795,-83.9546501847532,-83.9548043487286,-83.9547634889521,-83.954779527492
-83.9549546652349,-83.954818494523,-83.9546501878051,-83.9548043484028,-83.9547634831602,-83.9547795257515
-83.9549546577124,-83.9548184648666,-83.954650190857,-83.9548043480771,-83.9547634773684,-83.9547795240111
-83.95495465019,-83.9548184352101,-83.9546501939089,-83.9548043477513,-83.9547634715765,-83.9547795222707
-83.9549546426676,-83.9548184055536,-83.9546501969608,-83.9548043474256,-83.9547634657847,-83.9547795205303
-83.9549546351452,-83.9548183758972,-83.9546502000127,-83.9548043470998,-83.9547634603446,-83.9547795187899
-83.9549546276227,-83.9548183462407,-83.9546502030645,-83.9548043467741,-83.9547634549842,-83.9547795170495
-83.9549546201003,-83.9548183165843,-83.9546502061164,-83.9548043464484,-83.9547634496237,-83.9547795153091
-83.9549546125779,-83.9548182869278,-83.9546502091683,-83.9548043461226,-83.9547634442633,-83.9547795135687
-83.9549546050554,-83.9548182572714,-83.9546502122202,-83.9548043457969,-83.9547634389028,-83.9547795118283
-83.954954597533,-83.9548182276149,-83.9546502115107,-83.9548043454711,-83.9547634335423,-83.9547795100879
-83.9549545900106,-83.9548181979585,-83.9546502098848,-83.9548043451454,-83.9547634281819,-83.9547795083475
-83.9549545824881,-83.954818168302,-83.954650208259,-83.9548043448196,-83.9547634228214,-83.954779506607
-83.9549545749657,-83.9548181386456,-83.9546502066331,-83.9548043444939,-83.954763417461,-83.9547795048666
-83.9549545674433,-83.9548181089891,-83.9546502050073,-83.9548043441681,-83.9547634121005,-83.9547795031262
-83.9549545599208,-83.9548180793326,-83.9546502033815,-83.9548043438424,-83.9547634067401,-83.9547795013858
-83.9549545523984,-83.9548180496762,-83.9546502017556,-83.9548043435167,-83.9547634013796,-83.9547794996454
-83.9549545448759,-83.9548180200197,-83.9546502001298,-83.9548043431909,-83.9547633960191,-83.954779497905
-83.9549545373535,-83.9548179903633,-83.954650198504,-83.9548043428652,-83.9547633906587,-83.9547794961646
-83.9549545298311,-83.9548179607068,-83.9546501968781,-83.9548043425394,-83.9547633852982,-83.9547794944242
-83.9549545223087,-83.9548179310504,-83.9546501952523,-83.9548043422137,-83.9547633799378,-83.9547794926838
-83.9549545147862,-83.9548179013939,-83.9546501936264,-83.9548043418879,-83.9547633745773,-83.9547794909434
-83.9549545072638,-83.9548178717374,-83.9546501920006,-83.9548043415622,-83.9547633692168,-83.9547794892029
-83.9549544997413,-83.9548178553669,-83.9546501903748,-83.9548043412364,-83.9547633638564,-83.9547794857112
-83.9549544922189,-83.9548178454232,-83.9546501887489,-83.9548043409107,-83.9547633584959,-83.9547794813722
-83.9549544846965,-83.9548178354794,-83.9546501871231,-83.9548043375727,-83.9547633531355,-83.9547794770332
-83.9549544771741,-83.9548178255357,-83.9546501854973,-83.9548043332028,-83.954763347775,-83.9547794726942
-83.9549544696516,-83.954817815592,-83.9546501838714,-83.9548043288328,-83.9547633424146,-83.9547794683553
-83.9549544621292,-83.9548178056482,-83.9546501822456,-83.9548043244629,-83.9547633370541,-83.9547794640163
-83.9549544546067,-83.9548177957045,-83.9546501806198,-83.954804320093,-83.9547633316936,-83.9547794596773
-83.9549544470843,-83.9548177857608,-83.9546501789939,-83.9548043157231,-83.9547633263332,-83.9547794553383
-83.9549544395619,-83.954817775817,-83.9546501773681,-83.9548043113531,-83.9547633209727,-83.9547794509993
-83.9549544320394,-83.9548177658733,-83.9546501757422,-83.9548043069832,-83.9547633156123,-83.9547794466604
-83.954954424517,-83.9548177559295,-83.9546501741164,-83.9548043026133,-83.9547633102518,-83.9547794423214
-83.9549544169946,-83.9548177459858,-83.9546501724906,-83.9548042982433,-83.9547633048913,-83.9547794379824
-83.9549544094722,-83.954817736042,-83.9546501708647,-83.9548042938734,-83.9547632995309,-83.9547794336434
-83.9549544019497,-83.9548177260983,-83.9546501692389,-83.9548042895035,-83.9547632941704,-83.9547794293044
-83.9549543944273,-83.9548177161546,-83.9546501676131,-83.9548042851336,-83.95476328881,-83.9547794249655
-83.9549543869048,-83.9548177062108,-83.9546501659872,-83.9548042807636,-83.9547632834495,-83.9547794206265
-83.9549543793824,-83.9548176962671,-83.9546501643614,-83.9548042763937,-83.954763278089,-83.9547794162875
-83.95495437186,-83.9548176863234,-83.9546501627355,-83.9548042720238,-83.9547632727286,-83.9547794119485
-83.9549543643376,-83.9548176763796,-83.9546501611097,-83.9548042676539,-83.9547632673681,-83.9547794076095
-83.9549543568151,-83.9548176664359,-83.9546501594839,-83.9548042632839,-83.9547632620077,-83.9547794032705
-83.9549543492927,-83.9548176564921,-83.954650157858,-83.954804258914,-83.9547632566472,-83.9547793989316
-83.9549543417702,-83.9548176465484,-83.9546501562322,-83.9548042545441,-83.9547632512867,-83.9547793945926
-83.9549543342478,-83.9548176366047,-83.9546501546064,-83.9548042501742,-83.9547632459263,-83.9547793902536
-83.9549543267254,-83.9548176266609,-83.9546501529805,-83.9548042458042,-83.9547632405658,-83.9547793859146
-83.9549543192029,-83.9548176167172,-83.9546501513547,-83.9548042414343,-83.9547632352054,-83.9547793815756
-83.9549543116805,-83.9548176067734,-83.9546501497289,-83.9548042370644,-83.9547632298449,-83.9547793772367
-83.9549543041581,-83.9548175968297,-83.954650148103,-83.9548042326945,-83.9547632244845,-83.9547793728977
-83.9549542966356,-83.954817586886,-83.9546501464772,-83.9548042283245,-83.954763219124,-83.9547793685587
-83.9549542891132,-83.9548175769422,-83.9546501448513,-83.9548042239546,-83.9547632137635,-83.9547793642197
-83.9549542815908,-83.9548175669985,-83.9546501432255,-83.9548042195847,-83.9547632084031,-83.9547793598807
-83.9549542740683,-83.9548175570548,-83.9546501415997,-83.9548042152148,-83.9547632030426,-83.9547793555418
-83.9549542665459,-83.954817547111,-83.9546501399738,-83.9548042108448,-83.9547631976822,-83.9547793512028
-83.9549542590235,-83.9548175371673,-83.954650138348,-83.9548042064749,-83.9547631923217,-83.9547793468638
-83.9549542515011,-83.9548175272235,-83.9546501367222,-83.954804202105,-83.9547631869612,-83.9547793425248
-83.95495424515,-83.9548175172798,-83.9546501350963,-83.954804197735,-83.9547631816008,-83.9547793381858
-83.9549542389862,-83.954817507336,-83.9546501334705,-83.9548041933651,-83.9547631762403,-83.9547793338469
